ds,y,unique_id
2024-05-19,2426.6665852864585,XAU
2024-05-20,2433.89990234375,XAU
2024-05-21,2421.699951171875,XAU
2024-05-22,2389.199951171875,XAU
2024-05-23,2335.0,XAU
2024-05-24,2332.5,XAU
2024-05-25,2338.1749877929688,XAU
2024-05-26,2343.8499755859375,XAU
2024-05-27,2349.5249633789062,XAU
2024-05-28,2355.199951171875,XAU
2024-05-29,2340.300048828125,XAU
2024-05-30,2342.89990234375,XAU
2024-05-31,2322.89990234375,XAU
2024-06-01,2330.7999674479165,XAU
2024-06-02,2338.7000325520835,XAU
2024-06-03,2346.60009765625,XAU
2024-06-04,2325.5,XAU
2024-06-05,2354.10009765625,XAU
2024-06-06,2370.300048828125,XAU
2024-06-07,2305.199951171875,XAU
2024-06-08,2306.0332845052085,XAU
2024-06-09,2306.8666178385415,XAU
2024-06-10,2307.699951171875,XAU
2024-06-11,2307.5,XAU
2024-06-12,2336.0,XAU
2024-06-13,2300.199951171875,XAU
2024-06-14,2331.39990234375,XAU
2024-06-15,2325.0665690104165,XAU
2024-06-16,2318.7332356770835,XAU
2024-06-17,2312.39990234375,XAU
2024-06-18,2330.39990234375,XAU
2024-06-19,2342.0999755859375,XAU
2024-06-20,2353.800048828125,XAU
2024-06-21,2316.39990234375,XAU
2024-06-22,2320.9332682291665,XAU
2024-06-23,2325.4666341145835,XAU
2024-06-24,2330.0,XAU
2024-06-25,2316.60009765625,XAU
2024-06-26,2299.199951171875,XAU
2024-06-27,2324.5,XAU
2024-06-28,2327.699951171875,XAU
2024-06-29,2327.6666666666665,XAU
2024-06-30,2327.6333821614585,XAU
2024-07-01,2327.60009765625,XAU
2024-07-02,2323.0,XAU
2024-07-03,2359.800048828125,XAU
2024-07-04,2374.1500244140625,XAU
2024-07-05,2388.5,XAU
2024-07-06,2377.3999837239585,XAU
2024-07-07,2366.2999674479165,XAU
2024-07-08,2355.199951171875,XAU
2024-07-09,2360.10009765625,XAU
2024-07-10,2372.199951171875,XAU
2024-07-11,2415.0,XAU
2024-07-12,2414.0,XAU
2024-07-13,2416.9666341145835,XAU
2024-07-14,2419.9332682291665,XAU
2024-07-15,2422.89990234375,XAU
2024-07-16,2462.39990234375,XAU
2024-07-17,2454.800048828125,XAU
2024-07-18,2451.800048828125,XAU
2024-07-19,2395.5,XAU
2024-07-20,2394.3333333333335,XAU
2024-07-21,2393.1666666666665,XAU
2024-07-22,2392.0,XAU
2024-07-23,2404.60009765625,XAU
2024-07-24,2413.300048828125,XAU
2024-07-25,2351.89990234375,XAU
2024-07-26,2380.0,XAU
2024-07-27,2379.1000162760415,XAU
2024-07-28,2378.2000325520835,XAU
2024-07-29,2377.300048828125,XAU
2024-07-30,2405.0,XAU
2024-07-31,2426.5,XAU
2024-08-01,2435.0,XAU
2024-08-02,2425.699951171875,XAU
2024-08-03,2417.699951171875,XAU
2024-08-04,2409.699951171875,XAU
2024-08-05,2401.699951171875,XAU
2024-08-06,2389.10009765625,XAU
2024-08-07,2390.5,XAU
2024-08-08,2422.199951171875,XAU
2024-08-09,2432.10009765625,XAU
2024-08-10,2442.2000325520835,XAU
2024-08-11,2452.2999674479165,XAU
2024-08-12,2462.39990234375,XAU
2024-08-13,2466.699951171875,XAU
2024-08-14,2439.39990234375,XAU
2024-08-15,2453.10009765625,XAU
2024-08-16,2498.60009765625,XAU
2024-08-17,2499.666748046875,XAU
2024-08-18,2500.7333984375,XAU
2024-08-19,2501.800048828125,XAU
2024-08-20,2511.300048828125,XAU
2024-08-21,2508.39990234375,XAU
2024-08-22,2478.89990234375,XAU
2024-08-23,2508.39990234375,XAU
2024-08-24,2511.4999186197915,XAU
2024-08-25,2514.5999348958335,XAU
2024-08-26,2517.699951171875,XAU
2024-08-27,2516.0,XAU
2024-08-28,2501.0,XAU
2024-08-29,2525.699951171875,XAU
2024-08-30,2493.800048828125,XAU
2024-08-31,2492.8250122070312,XAU
2024-09-01,2491.8499755859375,XAU
2024-09-02,2490.8749389648438,XAU
2024-09-03,2489.89990234375,XAU
2024-09-04,2493.39990234375,XAU
2024-09-05,2511.39990234375,XAU
2024-09-06,2493.5,XAU
2024-09-07,2496.2666829427085,XAU
2024-09-08,2499.0333658854165,XAU
2024-09-09,2501.800048828125,XAU
2024-09-10,2512.300048828125,XAU
2024-09-11,2512.10009765625,XAU
2024-09-12,2551.199951171875,XAU
2024-09-13,2581.300048828125,XAU
2024-09-14,2581.0,XAU
2024-09-15,2580.699951171875,XAU
2024-09-16,2580.39990234375,XAU
2024-09-17,2564.300048828125,XAU
2024-09-18,2570.699951171875,XAU
2024-09-19,2588.0,XAU
2024-09-20,2619.89990234375,XAU
2024-09-21,2622.0999348958335,XAU
2024-09-22,2624.2999674479165,XAU
2024-09-23,2626.5,XAU
2024-09-24,2651.199951171875,XAU
2024-09-25,2659.199951171875,XAU
2024-09-26,2669.89990234375,XAU
2024-09-27,2644.300048828125,XAU
2024-09-28,2641.5667317708335,XAU
2024-09-29,2638.8334147135415,XAU
2024-09-30,2636.10009765625,XAU
2024-10-01,2667.300048828125,XAU
2024-10-02,2647.10009765625,XAU
2024-10-03,2657.10009765625,XAU
2024-10-04,2645.800048828125,XAU
2024-10-05,2645.4667154947915,XAU
2024-10-06,2645.1333821614585,XAU
2024-10-07,2644.800048828125,XAU
2024-10-08,2615.0,XAU
2024-10-09,2606.0,XAU
2024-10-10,2620.60009765625,XAU
2024-10-11,2657.60009765625,XAU
2024-10-12,2654.3334147135415,XAU
2024-10-13,2651.0667317708335,XAU
2024-10-14,2647.800048828125,XAU
2024-10-15,2661.39990234375,XAU
2024-10-16,2674.0,XAU
2024-10-17,2691.0,XAU
2024-10-18,2713.699951171875,XAU
2024-10-19,2716.8333333333335,XAU
2024-10-20,2719.9667154947915,XAU
2024-10-21,2723.10009765625,XAU
2024-10-22,2744.199951171875,XAU
2024-10-23,2714.39990234375,XAU
2024-10-24,2734.89990234375,XAU
2024-10-25,2740.89990234375,XAU
2024-10-26,2741.5665690104165,XAU
2024-10-27,2742.2332356770835,XAU
2024-10-28,2742.89990234375,XAU
2024-10-29,2768.39990234375,XAU
2024-10-30,2788.5,XAU
2024-10-31,2738.300048828125,XAU
2024-11-01,2738.60009765625,XAU
2024-11-02,2737.7667643229165,XAU
2024-11-03,2736.9334309895835,XAU
2024-11-04,2736.10009765625,XAU
2024-11-05,2740.300048828125,XAU
2024-11-06,2667.60009765625,XAU
2024-11-07,2698.39990234375,XAU
2024-11-08,2687.5,XAU
2024-11-09,2662.066650390625,XAU
2024-11-10,2636.63330078125,XAU
2024-11-11,2611.199951171875,XAU
2024-11-12,2600.0,XAU
2024-11-13,2580.800048828125,XAU
2024-11-14,2568.199951171875,XAU
2024-11-15,2565.699951171875,XAU
2024-11-16,2580.6666666666665,XAU
2024-11-17,2595.6333821614585,XAU
2024-11-18,2610.60009765625,XAU
2024-11-19,2627.10009765625,XAU
2024-11-20,2648.199951171875,XAU
2024-11-21,2672.10009765625,XAU
2024-11-22,2709.89990234375,XAU
2024-11-23,2678.8666178385415,XAU
2024-11-24,2647.8333333333335,XAU
2024-11-25,2616.800048828125,XAU
2024-11-26,2620.300048828125,XAU
2024-11-27,2639.89990234375,XAU
2024-11-28,2648.449951171875,XAU
2024-11-29,2657.0,XAU
2024-11-30,2649.63330078125,XAU
2024-12-01,2642.2666015625,XAU
2024-12-02,2634.89990234375,XAU
2024-12-03,2644.699951171875,XAU
2024-12-04,2653.800048828125,XAU
2024-12-05,2626.60009765625,XAU
2024-12-06,2638.60009765625,XAU
2024-12-07,2638.60009765625,XAU
2024-12-08,2638.60009765625,XAU
